url,昵称,标题,性别,回答数目,关注者,文章,描述
https://www.zhihu.com/people/amonjok/following,赵阿萌,#014,女,166,294577,23,
https://www.zhihu.com/people/jinpengyuan/following,金鹏远,广告从业人员。,男,412,71186,128,
https://www.zhihu.com/people/jin-yu-cheng-15/following,金宇澄,作家,男,,59,0,
https://www.zhihu.com/people/li-yin-he-25/following,李银河,中国著名社会学家,女,5,120826,0,
https://www.zhihu.com/people/li-lin-bo/following,李林波,Wildly Minded,女,,3,0,
https://www.zhihu.com/people/zombie/following,赵世奇,学过化学，懂点生物，正做运营,男,599,399544,8,
https://www.zhihu.com/people/zhang-jun-gang-63/following,张君钢,找不到你，像抽水马桶里大便，一不小心就从走了，不如以前好找，粘在边上。,男,,46,0,
https://www.zhihu.com/people/yuan-yao-yao-87/following,西園寺瑤瑤,東京不動產業者。微信：yyy55132，LINE: yyy1021dd,女,38,542,0,
https://www.zhihu.com/people/8hpencil/following,8HPencil,畫图像/寫图像,女,178,5928,20,
https://www.zhihu.com/people/198Q/following,卞卡,知乎评论区优秀答主,男,180,184352,20,
https://www.zhihu.com/people/bi-gan-53-40/following,毕赣,,男,1,5609,0,
https://www.zhihu.com/people/lanlingyeyu/following,兰陵,琴师。新开的公众号：兰陵夜雨,男,132,45661,20,
https://www.zhihu.com/people/mu-si-30-51-17/following,幕斯,我也不知道我是谁,男,,1195,0,
https://www.zhihu.com/people/san-ying-tang-she-ying-yi-zhu-zhong-xin/following,三影堂摄影艺术中心,,男,,242,8,
https://www.zhihu.com/people/ma-jia-hui-10/following,马家辉,香港著名作家，文化评论学者 公众号：馬家輝在香港,男,16,25549,0,
https://www.zhihu.com/people/econhistorylover/following,Manolo,,男,195,104567,487,
https://www.zhihu.com/people/stacie33/following,李姗珊,,女,,364,1,
https://www.zhihu.com/people/dan-ying-xiang/following,周光源,,男,,1149,66,
https://www.zhihu.com/people/timothy-wang-17/following,Timothy Wang,"Be light, be still, believe me.",男,326,83109,95,
https://www.zhihu.com/people/ningren/following,任宁,,男,18,426,64,
https://www.zhihu.com/people/chen-pei-si-13/following,陈佩斯,喜剧艺人，曝日堂主人。,男,3,67490,0,
https://www.zhihu.com/people/chen-da-yu-83/following,陈大愚,演员,男,19,1850,2,
https://www.zhihu.com/people/Tsing-KD/following,Tsing KD,你我皆凡人　生在人世间 终日奔波苦　一刻不得闲,女,15,199,1,
https://www.zhihu.com/people/meximexi1/following,么西么西,屌丝老博士（近几周闭关，私信不回复抱歉）,男,593,14103,5,
https://www.zhihu.com/people/jian-dan-xin-li/following,简单心理,心里有事儿，找简单心理。,男,427,197472,271,
https://www.zhihu.com/people/St.Pancras/following,知乎机构号团队,爱你的知乎机构号团队（org@zhihu.com 这里可以联系我们）,女,,2166,4,
https://www.zhihu.com/people/ma-bo-yong/following,马伯庸,市场营销,男,119,644694,74,
https://www.zhihu.com/people/hu-jiang-47-50/following,沪江,学习，成为更好的自己,男,90,186990,236,
https://www.zhihu.com/people/lin-qiao-35/following,山口野,山上好冷，阴气太重。,女,19,305,0,
https://www.zhihu.com/people/dong-ji-zai-hang-zhou/following,动机在杭州,公众号 happinessclass，幸福课,男,232,562749,144,
https://www.zhihu.com/people/dou-ze-nan-51/following,窦泽南,基因|大脑|心理|行为,男,31,20100,20,
https://www.zhihu.com/people/fuboyi/following,心理小厨-傅博一,天津的心理咨询师,男,290,15856,63,
https://www.zhihu.com/people/steveshi/following,Steve Shi,心理咨询师和科普作者，著有《假性亲密关系》,男,273,114390,69,
https://www.zhihu.com/people/minzeng/following,曾旻,你不知道的心理咨询师,男,145,61189,44,
https://www.zhihu.com/people/jian-dan-xin-li-uni/following,简单心理Uni,学心理咨询，到简单心理Uni,男,147,13369,106,
https://www.zhihu.com/people/lisongwei/following,李松蔚,普通的心理学工作者,男,170,470117,108,
https://www.zhihu.com/people/luvddd/following,LuvDDDD,余一颗你爱的心最干净。,女,386,98859,9,
https://www.zhihu.com/people/ma-qian-zu/following,马前卒,山楂糕、枣泥饼、酸奶冰棍,男,1780,418601,358,
https://www.zhihu.com/people/wang-zhi-an-20/following,王志安,用冰冷的理性温暖世界。微信公众号：wangju8848,男,31,47824,26,
https://www.zhihu.com/people/bi-xiao-tian-99/following,毕导,膜技术博士，公众号“毕导”,男,87,91824,0,
https://www.zhihu.com/people/moheng-esther/following,刘柯,树上的女爵,女,34,22854,8,
https://www.zhihu.com/people/danaliu135/following,刘丹,家庭治疗师,女,1,6074,0,
https://www.zhihu.com/people/fei-niao-bing-he/following,飞鸟冰河,←我是男的，不解释。知道的越多，懂得的越少。,女,505,137460,46,
https://www.zhihu.com/people/wang-jing-song-24-10/following,王劲松,演别人的故事，过自己的日子。,男,2,33535,0,
https://www.zhihu.com/people/fei-li-pu-jin-ba-duo/following,菲利普·津巴多,心理学家，美国心理协会前主席、斯坦福监狱实验建立者,男,5,24774,0,
https://www.zhihu.com/people/gao-fei-long-50/following,高飞龙,雕翎不腐，鼎镬不锈。,男,124,53931,10,
https://www.zhihu.com/people/aton/following,苏莉安,yours,女,501,185538,30,
https://www.zhihu.com/people/tai-zai-yan/following,太宰琰,少女小猴子。,女,129,48324,10,
https://www.zhihu.com/people/xiahao/following,夏昊BFA,北影本科 影视摄影师 航拍手 微信公号xiahaobfa,男,739,211217,14,
https://www.zhihu.com/people/hesenbao/following,河森堡,国家博物馆讲解员,男,87,308680,9,
https://www.zhihu.com/people/zhong-guo-xin-li-xue-hui-zhu-ce-gong-zuo-wei-yuan-hui/following,中国心理学会注册工作委员会,,男,,3597,4,
https://www.zhihu.com/people/fenng/following,Fenng,「小道消息」，微信号：WebNotes,男,936,335705,138,
https://www.zhihu.com/people/ezshine/following,大帅,学室内设计的老闪客，前后端全能程序猿，骨灰级果粉，我们的婚礼创始人,男,44,227,2,
https://www.zhihu.com/people/liu-yiming-39/following,刘一鸣,啊，这家伙很懒的,男,281,1350,5,
https://www.zhihu.com/people/reseted1500548360/following,SFHZ,"肿瘤国内外就医及科普 ┃ 就医咨询请关注微信公众号""尚方慧诊患者科普""或值乎咨询",男,164,6968,107,
https://www.zhihu.com/people/xu-ji-84-59/following,许己,不美，不约，教大一,女,154,9061,0,
https://www.zhihu.com/people/yin-du-lu-you/following,印度旅游专家,印度旅游专家,男,69,922,8,
https://www.zhihu.com/people/liu-ceng-lou/following,六层楼,妇产科医生,男,434,216048,254,
https://www.zhihu.com/people/wang-jing-94-8/following,Annabell,VC基层员工，BP请私信。,女,38,76,3,
https://www.zhihu.com/people/li-yi-20-34/following,李毅二一个,"新疆三代，公众号：吐鲁番的姑娘熟了,为加强与新疆联系，持续更新旅行、美食等话题",男,140,26253,42,
https://www.zhihu.com/people/yang-cong-jun-95-35/following,剥洋葱,专做人物报道，名字辣，人Hot。微信公号：剥洋葱people,男,27,903,11,
https://www.zhihu.com/people/shi-zhong-20/following,史中,「浅黑科技」创始人，记者。日常操作是和各路技术大神聊天。,男,125,6932,91,
https://www.zhihu.com/people/tut_mok/following,莫毒枭,血可热，心当静，手要稳。,男,123,7081,26,
https://www.zhihu.com/people/211-26-30/following,211,Java,男,,979,9,
https://www.zhihu.com/people/meiritoutiao/following,mjik,互联网,男,,341,0,
https://www.zhihu.com/people/xu-jia-xin-3/following,徐佳鑫,知足常乐，无求乃安,男,54,53954,60,
https://www.zhihu.com/people/lens-27/following,Lens,微信微博：WeLens ，即使是一道最微弱的光，我们也要把它洒向需要温暖的生活…,男,361,258949,544,
https://www.zhihu.com/people/dgmmmde/following,DGMMM,,男,95,245,0,
https://www.zhihu.com/people/lazarchow/following,周默,"AI, SaaS",男,52,577,0,
https://www.zhihu.com/people/teeny-tiny/following,梅洋汤, 海洋学博士。喜欢研究微小尺寸在时间和界面上的变化。,女,150,37755,22,
https://www.zhihu.com/people/yiqin-fu/following,Yiqin Fu,小说和数据都可以看一天,男,52,63802,23,
https://www.zhihu.com/people/zhang-wen-34/following,张文,程序猿～非典型天平男,男,4,7,0,
https://www.zhihu.com/people/wxy-39-59/following,wxy191954,航天研究人员,男,1,189,0,
https://www.zhihu.com/people/wang-peng-fei-17-99/following,王鹏飞,迈向柔性智能世界,男,,211,0,
https://www.zhihu.com/people/wangqinggong/following,王庆功,航天/科学实验/能量转换与利用,男,,204,0,
https://www.zhihu.com/people/liu-bo-38-43/following,刘波,看地球的人,男,1,248,0,
https://www.zhihu.com/people/xmbei/following,XM Bei,学者,男,1,302,0,
https://www.zhihu.com/people/jun-kan-yixie-zhou/following,君看一叶舟,,男,5,481,0,
https://www.zhihu.com/people/huo-zx/following,ZX Huo,核专业博士，研究空间天文技术，业余段子手，特贫研究猿,男,201,7708,7,
https://www.zhihu.com/people/wei-57-94/following,W Yao,太空生存法则探究,男,1,991,0,
https://www.zhihu.com/people/hevenye/following,叶斌,游戏设计师,男,63,85097,8,
https://www.zhihu.com/people/ding-ruo-shui/following,丁若水,有猫，学过医，国家二级心理咨询师，工作微信 ID dingruoshuimiao,女,695,129005,17,
https://www.zhihu.com/people/li-lao-shu/following,李老鼠,FXXK MY CAR节目主持人  |  old school,男,135,319257,273,
https://www.zhihu.com/people/david-rand/following,David Rand,城市的魅力。美丽的城市。,男,427,227420,74,
https://www.zhihu.com/people/houchen/following,侯尘,可惜酒店不能养猫,女,16,476,0,
https://www.zhihu.com/people/gogobigz/following,大壮,极简旅行创始人，自驾游老司机，Vlogger，公众号(leantravel),男,38,24651,29,
https://www.zhihu.com/people/seven721/following,江文韬,星野摄影脑残粉/微博&amp;微信@imX的星空笔记,男,92,39834,21,
https://www.zhihu.com/people/liu-chang-79-54/following,刘畅,Full stack chef,男,30,80,0,
https://www.zhihu.com/people/oxygen/following,黄无知,,男,383,64535,70,
https://www.zhihu.com/people/whale/following,胡维,前知乎员工,男,621,119179,2,
https://www.zhihu.com/people/hai-wo-de-46/following,海沃德,NBA波士顿凯尔特人队球员,男,3,8493,0,
https://www.zhihu.com/people/qing-teng-hui/following,青腾汇,中国新一代企业家俱乐部,男,,150,9,
https://www.zhihu.com/people/ran-ran-7/following,冉苒,CommonStrength小教练；公众号NSCAranran,女,54,65938,49,
https://www.zhihu.com/people/tian-yuan-dong/following,田渊栋,Facebook人工智能研究院研究员/研究经理，卡耐基梅隆大学机器人系博士,男,37,76694,47,
https://www.zhihu.com/people/sui-bing-65/following,平骧,前央企法律顾问，前检察官，现律师,男,89,47783,23,
https://www.zhihu.com/people/hydfox/following,胡远东,与每一个关注我的知友分享高质量的信息,男,343,87190,37,
https://www.zhihu.com/people/yeyuanxing/following,小叶叔叔,北京林业大学鸟类学博士在读,男,57,16480,20,
https://www.zhihu.com/people/kellyweaver/following,KellyWeaver,For Public Health,女,64,59524,34,
https://www.zhihu.com/people/necromanov/following,Necromanov,,男,14,24879,74,
https://www.zhihu.com/people/chu-quan-69/following,初犬,人間観察,男,,190,0,
https://www.zhihu.com/people/mooncatcher/following,mooncatcher,"Amateur Polymath, Professional Handyman",男,58,7129,15,
https://www.zhihu.com/people/chaosmuseum/following,混乱博物馆,都是些你不知道的。,男,,58489,127,
https://www.zhihu.com/people/zhou-you-41-84/following,Joyous周游,微博 :Joyous周游  公众号 :极影AdventureX,男,8,1466,9,
https://www.zhihu.com/people/zhang-san-5-26-12/following,酱油哥,清华程序猿/微信号zhangyumeng0422,男,236,1979,47,
https://www.zhihu.com/people/zhong-xin-shu-yuan/following,中信书院,以知识为信仰,男,,504,0,
https://www.zhihu.com/people/hui-yi-zui-hou/following,我是一只小萌刀,饮马黄河，醉酒高歌。/ M,男,504,20945,1,
https://www.zhihu.com/people/chen-fu-zhou/following,陈甫鸼,生长于闽，求学入秦，漂泊适燕，实秦人也。,男,1031,60449,38,
https://www.zhihu.com/people/wang-shi-zhong/following,王世忠,创新工场,男,79,16713,0,
https://www.zhihu.com/people/xiao-fei-xia-82-25/following,tomoya,杰迷，永远站在10年之后入粉的苞米的对立面(ps:女杰迷集体亲妈爆炸，靴靴),男,37,14,0,
https://www.zhihu.com/people/jiang-nan-fen-qing/following,江南愤青,个人公众号“扯淡堂”，喝茶、扯淡、找梦想,男,87,23667,275,
https://www.zhihu.com/people/chuang-ye-bang-75/following,创业邦,创业是一种信仰,男,8,12677,91,
https://www.zhihu.com/people/zheng-shen-hai/following,郑申海,博士,男,,314,5,
https://www.zhihu.com/people/missrich/following,阔小姐日记,财经老司机，85后少女。公众号：阔小姐日记,女,12,54,4,
https://www.zhihu.com/people/chino-25/following,App小公主,一个好奇心很重的非职业程序员,男,81,13499,33,
https://www.zhihu.com/people/BigDataDigest/following,数据汪,微信公众号大数据文摘（BigDataDigest）| 普及数据思维 传播数据文化,男,16,2219,359,
https://www.zhihu.com/people/mahalanobis/following,mahalanobis,不懂算法的算法工程师,男,58,1186,6,
https://www.zhihu.com/people/like-33/following,LIKE,一老百姓,男,81,11936,24,
https://www.zhihu.com/people/fu-hei-zong-cai/following,腹黑总裁,,男,,1,0,
https://www.zhihu.com/people/lin-ying-51/following,熊大毛,原微软低级工程师，原阿里巴巴低级技术砖家,男,142,467,10,
https://www.zhihu.com/people/jindongwang/following,王晋东不在家,读博的计算机小学酥，迁移学习-机器学习,男,512,16545,46,
https://www.zhihu.com/people/esquirrel2020/following,陈司空,剥开科学坚果、做一只爱分享、爱学习的PhD。,男,28,7447,45,
https://www.zhihu.com/people/baiyueshuimu/following,百越水木,公务员，微信公众号、微博：百越水木,男,83,31800,134,
https://www.zhihu.com/people/tongzhe/following,童哲,万门教育CEO.欢迎添加微信：wanmen017,男,202,67246,102,
https://www.zhihu.com/people/fangz/following,濛濛,媒体从业,女,140,2721,2,
https://www.zhihu.com/people/python_shequ/following,Python程序员,我用Python；  公众号：Python爱好者社区（python_shequ）,男,8,21324,287,
https://www.zhihu.com/people/shang-yi-qun/following,RSer-群,暂退破乎,男,9,40,6,
https://www.zhihu.com/people/liu-dong-yu-514/following,刘洞宇,专栏Neverland。欢迎指教。^_^,男,70,6307,14,
https://www.zhihu.com/people/zhang-xiao-kang-86-1/following,张晓康,世界上最丑的莫过于一张生气的脸,男,,589,66,
https://www.zhihu.com/people/qiu-yue-37-3/following,邱粤,Web开发学习中/民谣/想养一只猫,男,9,21,4,
https://www.zhihu.com/people/ping-shu-yuan-zhan-jun/following,评述员詹俊,体育评述员,男,8,32601,0,
https://www.zhihu.com/people/zhang-lei-18-98/following,张磊,Applying AI everywhere.,男,28,314,12,
https://www.zhihu.com/people/tao-zuo-42-86/following,Tao ZUO,爱蜂人,男,,31,6,
https://www.zhihu.com/people/wan-dou-42-60/following,豌豆,医生,男,3,2,0,
https://www.zhihu.com/people/wtt-leaks/following,W-Pwn,科技，信息安全，好玩,女,112,25894,688,
https://www.zhihu.com/people/Ehcostuff/following,Ehco,公众号findyourownway 提供梯子,男,176,6043,60,
https://www.zhihu.com/people/ying-xing-69-8/following,sergiojune,"公众号:日常学python,后台回复资源送你一份python学习资源",男,14,54,9,
https://www.zhihu.com/people/jian-xiao-zi/following,遠儿,万物皆有两面，一面潇洒，一面昏沉,男,6,54,5,
https://www.zhihu.com/people/mileijun/following,雷军,,男,9,231430,5,
https://www.zhihu.com/people/CoolFarmer/following,酷农民,客户智能,男,39,297,26,
https://www.zhihu.com/people/tian-yu-3-37/following,HDMI,信息管理与信息系统,男,8,109,10,
https://www.zhihu.com/people/ma-jian-4-91-31/following,马健,,男,25,16920,2,
https://www.zhihu.com/people/zibuyu9/following,刘知远,NLPer,男,442,42625,7,
https://www.zhihu.com/people/chao-ji-sai-ya-ren/following,超人,,男,7,1754,23,
https://www.zhihu.com/people/foruok/following,foruok,《程序员的成长课》加印热销中,男,719,28593,150,
https://www.zhihu.com/people/tian-zhen-97-47/following,Jerryzhou,前奥美文案，青锐创投媒体经理,男,22,284,21,
https://www.zhihu.com/people/zhu-wen-sha/following,朱朱的梦想,柜员 学生 在进步的路上,女,10,466,0,
https://www.zhihu.com/people/oldiao/following,牛本老刁,擅长做副业，比如：牛本数码，比如公众号：牛本老刁,男,227,3785,16,
https://www.zhihu.com/people/nan-ge-26-74/following,狼叔,我们做不成富二代，做富二代他爹还是有希望的。,男,4,5582,18,
https://www.zhihu.com/people/gck1989421/following,苏格兰折耳,喜欢捣鼓数据，个人公众号:yymzylc，欢迎关注！,男,21,453,1,
https://www.zhihu.com/people/yan-jun-fan/following,yescanda,本人无资料 ,男,228,2019,4,
https://www.zhihu.com/people/song-lu-zha/following,松露渣,,女,50,9366,0,
https://www.zhihu.com/people/mhei-nu/following,十六,怅卧新春白袷衣,男,2,764,0,
https://www.zhihu.com/people/chenqin/following,chenqin,数据帝,男,186,446279,28,
https://www.zhihu.com/people/wu5jun/following,吴俊,《程序化广告实战》作者 ( 微信:ad_automation ),男,31,1967,148,
https://www.zhihu.com/people/wang-tiao-tiao-91/following,王跳跳,嘻，嘻嘻，嘻嘻嘻,女,66,10151,20,
https://www.zhihu.com/people/hecaitou/following,和菜头,我所说的都是错的，所以就不再说了。,男,267,284993,0,
https://www.zhihu.com/people/liu-bannong/following,刘半农,云存储平台,男,22,412,0,
https://www.zhihu.com/people/wang-jia-dong-84/following,jiago 王佳东fr,数据分析,男,21,1901,29,
https://www.zhihu.com/people/wei-yi-bu-yong-shang-1211/following,维以不永伤1211,何其荣幸，何其侥幸,女,43,132,0,
https://www.zhihu.com/people/huc_zhangjingxin/following,张敬信,高校数学教师，不解答中学数学问题，不解答智力题,男,336,2432,57,
https://www.zhihu.com/people/lu2ux/following,老卢R,原创作者，分析各类数据，拆解各种信息,男,17,158,0,
https://www.zhihu.com/people/polly-74-31/following,Polly,能源 环境 设计 地质 美国,女,,14,0,
https://www.zhihu.com/people/zhuang-dian-89/following,巴赫爱喝胡辣汤,公众号搜：巴赫爱喝胡辣汤,女,124,93201,30,
https://www.zhihu.com/people/yummy1234567/following,三木在Yummy,新女性的欲望管理所，微信公号：Yummy精选,女,186,39636,451,
https://www.zhihu.com/people/meagloria/following,meagloria,微信号：mlustm,女,229,156310,3,
https://www.zhihu.com/people/rio/following,Rio,VC／播客主播／前知乎工程师,男,844,346878,48,
https://www.zhihu.com/people/nyrenxingjie/following,纽约任性姐,『女神任性堂』总堂主在此！/微信：renxingtang4 微博：纽约任性糖 ,女,8,66959,368,
https://www.zhihu.com/people/siton/following,阿九,母乳喂养有助于智力正常发育,男,15,24457,1,
https://www.zhihu.com/people/xu-yan-2/following,深夜徐老师,时尚大号：深夜发媸（微信ID：shenyefachi）创始人，不装的时博。,女,312,191382,264,
https://www.zhihu.com/people/itsviv/following,itsviv,用理性支撑感性。,女,42,3021,0,
https://www.zhihu.com/people/wo-cai-bu-shi-fan-jin/following,范进不举,蹬自行车去风化场所的有妇之夫,女,194,16785,1,
https://www.zhihu.com/people/zeyuan-chen/following,Entry,15岁的音乐制作人/DJ 现在在美帝 网易云/QQ音乐：Entry,男,147,673,0,
https://www.zhihu.com/people/wu-ming-shi-45-27/following,吴名士,公众号：“吴名陋室”。已识乾坤大，犹怜草木青。,男,1770,61154,28,
https://www.zhihu.com/people/Ximingze-combine/following,惊云,公众号:【惊云小屋】来小屋坐坐，也许就少走了十年的人生弯路。,男,213,54668,84,
https://www.zhihu.com/people/ma-xiao-ban/following,灯芯闪电,社会学/音乐编辑/模特/撰稿人,女,36,1477,13,
https://www.zhihu.com/people/bo-cai-28-7/following,菠菜,订阅号:bocai_zhu,女,1479,424431,39,
https://www.zhihu.com/people/jiu-shi-yong-cha/following,九时用茶,,男,67,6231,6,
https://www.zhihu.com/people/liao-bu-qi-de-su-xiao-jie/following,了不起的苏小姐,《布林客》杂志创始人/主编（公众号：blinkzine）,女,81,57005,37,
https://www.zhihu.com/people/shaofeidu/following,杜绍斐,公众号：shaofeidu,男,66,267638,86,
https://www.zhihu.com/people/chen-peter-52/following,直宇,可能是知乎最直的吧,男,86,30101,0,
https://www.zhihu.com/people/tang-guo-40-50-45/following,唐果,微信/微博公众号：糖先生的密室 你若好奇我，自会来找我,男,71,5678,7,
https://www.zhihu.com/people/ling-long-xie-seng/following,玲珑邪僧,公众号「万物情史」/研发工程师/Python/Js,女,57,153679,3,
https://www.zhihu.com/people/lkh2015/following,AreYouKiddingMe,研究一切有趣且有价值的领域,男,774,48654,13,
https://www.zhihu.com/people/jian-li-li/following,简里里,公众微信号：简里里,女,105,31269,9,
https://www.zhihu.com/people/xin-jing-dian-28/following,新经典,优质内容的发现者 创造者  守护者,男,33,108,1,
https://www.zhihu.com/people/will-wang-69/following,Will Wang,BAI VC,男,48,3775,33,
https://www.zhihu.com/people/yu-yue-51/following,余跃,互联网VC投资@华创资本,男,81,10611,23,
https://www.zhihu.com/people/ge-se-ren-lei-yan-jiu-zhong-xin/following,各色人类研究中心,天生不一样,男,24,1810,0,
https://www.zhihu.com/people/fcjs99/following,饶金平,微信：mmff115116 欢迎交流,男,58,1408,116,
https://www.zhihu.com/people/mei-ri-ren-wu/following,每日人物,,男,260,85908,316,
https://www.zhihu.com/people/wanghouhou/following,王逅逅,爱去Live，看书和买衣服,女,64,15073,12,
https://www.zhihu.com/people/tian-qin-xin-5/following,田沁鑫,种菜浇水的和尚,女,3,977,0,
https://www.zhihu.com/people/zuieniang/following,醉鹅娘,来公众号“企鹅和猫”第一时间看我的视频和产品吧 :),女,25,44574,68,
https://www.zhihu.com/people/he-tao-62-44/following,何瑫,GQ中国总主笔 微信公众号nonfiction2016,男,58,52634,88,
https://www.zhihu.com/people/hao-jing-fang-1984/following,郝景芳,,男,2,7631,0,
https://www.zhihu.com/people/psyheartandculture/following,东方心理研究院,微信公众号：东方心理分析研究院、东方心理成长、心理分析与中国文化,男,35,1217,252,
https://www.zhihu.com/people/mo-mi-momself/following,摩米Momself,我是妈妈，我是我自己。公众号：Momself,男,128,9772,70,
https://www.zhihu.com/people/zhu-zhuo-hong-bj/following,祝卓宏,心理咨询督导，临床心理学教授，ACT心理治疗师,男,15,5195,7,
https://www.zhihu.com/people/ding-xiang-yi-sheng/following,丁香医生,身体上的问题，来问丁香医生,男,349,1174873,91,
https://www.zhihu.com/people/jing-shi-xin-li-da-xue-tang/following,京师心理大学堂,打造最优质的心理科普平台,男,86,37235,59,
https://www.zhihu.com/people/sme-98/following,SME情报员,发掘你不知道的科技故事（公众号：SME）,女,39,154416,670,
https://www.zhihu.com/people/collegedaily/following,林国宇,从硅谷到北漂，前审计师，留美6年,男,45,26383,274,
https://www.zhihu.com/people/yu-hang-59-38/following,宇航,,男,60,50,2,
https://www.zhihu.com/people/brown666/following,智先生,有幸与你见证时代，公众号：智先生（ID：zhixs10）,男,13,624,4,
https://www.zhihu.com/people/san-zhi-hai-gui-ailiu-xue-gong-ju/following,三只海龟AI留学工具,大数据+AI 告诉你最精准院校申请结果。公众号：三只海龟,男,48,324,24,
https://www.zhihu.com/people/deng-ta-da-wang/following,灯塔大王,,男,40,104,0,
https://www.zhihu.com/people/ptji-zhu-guan-jia/following,垚鑫脊柱康复,脊柱手法矫正 运动康复,男,197,3540,23,
https://www.zhihu.com/people/xiaoranmay/following,二火菌菌,游戏策划，擅长剥虾。Zundoko Veron Cho！,女,38,2430,20,
https://www.zhihu.com/people/yulin-wu-97/following,Yulin Wu,IVYPEDIA CEO/ NU Kellogg,男,251,13994,45,
https://www.zhihu.com/people/miao-miao-935/following,苗宝福,The first wealth is health,女,8,24,0,
https://www.zhihu.com/people/sa-bei-ning-laopo/following,梁钰,才不足取，貌不足凭,女,75,72895,7,
https://www.zhihu.com/people/gao-shuang-30-13/following,Vanessa,走过26个国家 |公众号：和Vanessa一起看世界 (withvanessa),女,42,369,2,
https://www.zhihu.com/people/cheng-cheng-65-8/following,深海,原中国人民解放军陆军特种部队成员,男,88,57962,1,
https://www.zhihu.com/people/luo-mei-mei-64-30/following,罗妹妹,点赞是指我觉得这个回答值得被关注/看得我很爽，而不是说我从理性上认同它,女,171,5555,6,
https://www.zhihu.com/people/kaidi-guo/following,kaidi Guo,留德研究生待业党。想当码农的地图工。,女,476,12789,26,
https://www.zhihu.com/people/zhang-xiao-bei/following,张小北,电影编剧、导演,男,1362,697386,74,
https://www.zhihu.com/people/cheka/following,王捷,,男,211,49509,48,
https://www.zhihu.com/people/zhang-hong-yi-92/following,Marszhy,留学/创业/音乐/推理/社会主义核心价值观,男,15,110,0,
https://www.zhihu.com/people/chen-nian-da-zao/following,陈年大枣,还是学生的社会人。,男,280,34804,2,
https://www.zhihu.com/people/gongzifantang/following,公子沈,北美最前线（微信公众号：nafrontline ) 创办人,男,40,1774,56,
https://www.zhihu.com/people/da-kou-jun/following,大口君,微信公众号&amp;微博：一大口美食榜（laiyidakou），懂吃的人全在这里,男,52,5816,88,
https://www.zhihu.com/people/xi-bei-xiao-mian-cun/following,西贝莜面村,闭着眼睛点，道道都好吃！,男,5,751,0,
https://www.zhihu.com/people/linhuiqi83/following,傲客菜单,傲客城市菜单，值得你信任的美食指南,男,41,3957,25,
https://www.zhihu.com/people/yaketisi/following,一个男人在流浪,数不尽的人张望,男,171,137451,25,
https://www.zhihu.com/people/zhao-yi-jia-84/following,咿迦咿哦,我来到这世界只为给它添些温暖,女,31,415,0,
https://www.zhihu.com/people/feng-wei-xing-qiu/following,风味星球,美食纪录片《风味人间》主创团队 | 微信号：fengweixingqiu,男,,470,17,
https://www.zhihu.com/people/wuvist/following,翁伟,微信公众号：美食玩家翁伟,男,442,14703,8,
https://www.zhihu.com/people/chibaole/following,闻佳,艾格吃饱了。,女,133,357557,27,
https://www.zhihu.com/people/tian-xin-ai-chi-xiao-long-bao/following,甜心爱吃小笼包,"美食爱好者,公众号:乐鼠基地,小站:leshujidi.com,",女,678,34974,620,
https://www.zhihu.com/people/g7ziwgmb/following,抖S瑾爷,已退圈,女,76,700,0,
https://www.zhihu.com/people/chen-xiao-qing-2016/following,陈晓卿,纪录片导演，《舌尖上的中国》总导演,男,,19463,10,
https://www.zhihu.com/people/zhang-pi-70/following,礼士路西岛秀俊,乃木坂46研究社白石麻衣研究专员,男,60,16141,3,
https://www.zhihu.com/people/losik/following,裸食,泛饮食观察/研习/逼逼,男,197,14677,167,
https://www.zhihu.com/people/sansanl/following,SansanL,麵包少女 | 公众号：面少（id：mianshaoms）,女,65,111578,71,
https://www.zhihu.com/people/ccat/following,汪惟,何事惊慌！！！！！！！！！！！！！！！！！！,男,315,367344,11,
https://www.zhihu.com/people/mihuamama/following,东北爷们儿爱做饭,当你不知道该做什么的时候，你就做饭！,男,66,46999,66,
https://www.zhihu.com/people/zingfood/following,小辛Zing,厨房里的白日梦想家 公众号zingfood,男,84,82243,42,
https://www.zhihu.com/people/zhou-xiao-nan-46-52/following,周晓楠,一酒吧老板，烧土锅的，微信公众号：hellozhongshidan,男,117,25207,18,
https://www.zhihu.com/people/hui-zi-51/following,灰子,嗯哼,男,56,188975,83,
https://www.zhihu.com/people/chen-bu-zou/following,陈不诌,花生米与豆腐干同嚼有火腿味。,男,115,23965,9,
https://www.zhihu.com/people/amandatastes/following,曼达,正经厨娘。公众号：曼食慢语（Amandatastes）,女,85,96247,41,
https://www.zhihu.com/people/zhihu_marketing/following,知乎市场团队,发现更大的世界,男,4,22921,71,
https://www.zhihu.com/people/Changmingwei/following,韦昌明,金融 / 科学 / 艺术,男,27,101508,15,
https://www.zhihu.com/people/qcboy/following,钱程,技术型吃货,男,155,61085,73,
https://www.zhihu.com/people/an-jia-men-yuan/following,安嘉门院,人间五十年,女,72,123422,1,
https://www.zhihu.com/people/bai-yang-32-85/following,白杨,关注所有极致好物,男,6,155,0,
https://www.zhihu.com/people/xie-ming-1/following,叶明,「泼辣修图」，国人开发的全平台专业修图软件,男,297,217475,189,
https://www.zhihu.com/people/wei-cc-99/following,韦苡珊,贪恋美与自然，自拍重度患者,女,38,37357,9,
https://www.zhihu.com/people/justiceforall/following,藥師,,男,106,135036,84,
